citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33
C130620,Ebony,0,11,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,4,55+,1,0,Masters,9,AJZ,AXO
C130621,Tokugawa,0,0,17,0,0,0,0,4,0,0,0,0,2,0,0,0,0,15,0,0,1,18-24,0,0,Diploma,7,AER,AER
C130622,Centaur,7,2,14,0,0,0,0,2,0,0,3,1,1,0,0,15,15,15,0,0,2,25-35,1,0,Diploma,8,AEC,AEC
C130623,Centaur,9,1,3,0,0,2,0,0,0,0,0,0,0,0,0,11,0,13,0,0,3,25-35,1,0,Degree,8,ANQ,AWI
C130624,Tokugawa,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,15,0,15,0,0,4,18-24,1,0,Degree,7,ANQ,ANQ
C130625,Ebony,0,6,0,5,0,0,2,0,2,0,0,1,0,0,0,0,15,0,15,0,1,55+,1,0,Masters,7,AXT,AXT
C130626,Odyssey,0,0,11,4,0,0,0,2,2,0,0,0,1,0,0,0,0,10,0,0,1,55+,0,0,Masters,6,ANQ,ANQ
C130627,Ebony,0,16,0,0,1,0,3,0,0,0,0,1,0,0,0,0,11,0,0,15,3,18-24,1,1,Diploma,5,AOV,AOV
C130628,Centaur,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,55+,1,0,Degree,0,ARK,AXE
C130629,Tokugawa,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,15,0,0,1,25-35,1,0,Primary,6,APH,APH
C130630,Odyssey,1,2,0,4,0,0,1,0,0,0,0,0,0,1,0,15,15,0,15,0,3,55+,1,0,Degree,8,AWI,AWI
C130631,Cosmos,0,0,0,0,19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,3,46-55,0,0,Degree,6,AFX,AFX
C130632,Centaur,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,18-24,1,1,Diploma,6,AWG,AOV
C130633,Ebony,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,3,18-24,1,0,Diploma,6,ACL,ASE
C130634,Cosmos,1,5,0,0,4,0,2,0,0,0,0,1,0,0,0,10,12,0,0,0,4,25-35,1,0,Degree,6,ANO,ANO
C130635,Cosmos,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,18-24,1,0,Degree,9,AWX,AHO
C130636,Odyssey,0,7,1,2,0,0,0,0,0,0,0,1,0,0,0,0,15,15,15,0,2,18-24,0,0,Diploma,8,ACL,AJV
C130637,Cosmos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,25-35,1,0,Diploma,4,AHR,AHR
C130638,Ebony,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,0,0,3,18-24,0,1,Masters,6,ABX,ABX
C130639,Ebony,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,1,36-45,0,1,Masters,8,AII,AII
C130640,Ebony,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,3,25-35,1,1,Degree,6,AOT,ANQ
C130641,Cosmos,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,3,25-35,0,0,Masters,6,AMR,AWI
C130642,Odyssey,0,0,0,8,7,0,0,0,3,2,0,0,0,0,0,0,0,0,15,15,3,46-55,1,0,Primary,7,AMS,ATI
C130643,Tokugawa,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,3,18-24,1,0,Masters,7,AEC,AEC
C130644,Ebony,2,14,0,0,2,1,0,0,0,1,0,7,0,0,0,0,4,0,0,0,1,25-35,0,1,Primary,5,AOV,ANQ
C130645,Centaur,4,0,3,4,1,1,0,0,1,0,0,0,1,1,0,15,0,15,15,0,2,25-35,1,0,Masters,7,ARK,API
C130646,Centaur,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,4,46-55,0,1,Diploma,8,ARK,ARK
C130647,Centaur,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,18-24,1,0,Primary,3,ARK,AFC
C130648,Odyssey,0,3,2,9,0,0,1,1,2,0,0,0,0,0,0,0,0,15,15,0,3,25-35,1,0,Diploma,10,ACO,ACO
C130649,Centaur,17,1,0,0,0,3,0,0,0,0,0,1,0,0,0,15,0,0,0,0,3,55+,1,0,Masters,7,ATI,AQU
C130650,Cosmos,0,0,0,0,11,0,0,0,0,4,0,0,0,0,1,0,0,0,0,14,1,25-35,0,0,Degree,6,AOV,AWX
C130651,Cosmos,1,0,0,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,15,15,1,25-35,0,1,Primary,6,ACL,AHJ
C130652,Centaur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,55+,1,0,Masters,8,ACL,AMH
C130653,Tokugawa,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,15,15,0,0,1,25-35,1,0,Masters,6,ACL,AHD
C130654,Centaur,6,1,12,0,0,1,0,3,0,0,1,0,3,0,0,15,0,15,0,0,3,46-55,0,1,Masters,6,AXL,AOT
C130655,Centaur,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,15,0,4,18-24,1,1,Primary,7,AJB,AJB
C130656,Tokugawa,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,15,0,0,1,46-55,1,0,Masters,7,ANQ,ATU
C130657,Centaur,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Primary,4,ACL,AHS
C130658,Ebony,0,13,0,0,8,0,0,0,0,2,0,6,0,0,0,0,3,0,0,10,2,25-35,0,0,Masters,9,AOV,AOV
C130659,Ebony,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,18-24,0,1,Degree,6,AJI,AJI
C130660,Cosmos,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,15,0,0,0,15,1,36-45,0,0,Diploma,6,ACL,AEC
C130661,Cosmos,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,2,55+,1,0,Masters,10,AHR,AHR
C130662,Ebony,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,25-35,1,1,Diploma,6,AMS,AMS
C130663,Ebony,0,11,0,0,2,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,1,18-24,0,0,Primary,8,AUE,AUE
C130664,Ebony,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,18-24,1,0,Degree,7,AXZ,AXZ
C130665,Ebony,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,15,4,36-45,1,1,Masters,9,ACL,AGT
C130666,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,46-55,0,1,Masters,8,AOV,AOV
C130667,Centaur,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,36-45,1,1,Masters,9,AOV,AHR
C130668,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,46-55,1,0,Masters,8,AHR,ACL
C130669,Cosmos,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,3,55+,1,0,Masters,5,AJI,AJI
C130670,Cosmos,4,0,1,0,7,0,0,0,0,2,3,0,0,0,0,15,0,0,0,13,1,46-55,1,0,Degree,6,ANO,ANO
C130671,Centaur,10,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,0,0,3,55+,1,0,Masters,9,ATI,ATI
C130672,Odyssey,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,15,15,0,0,2,25-35,1,0,Diploma,6,ACL,AJV
C130673,Odyssey,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,1,25-35,1,0,Masters,7,AMH,ACD
C130674,Cosmos,3,0,0,3,15,0,0,0,1,6,2,0,0,0,0,15,0,0,15,15,4,55+,1,0,Degree,6,AWX,AWX
C130675,Cosmos,3,0,0,0,20,0,0,0,0,6,1,0,0,0,0,5,0,0,0,15,4,46-55,1,0,Masters,8,ATI,AWX
C130676,Ebony,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,3,25-35,1,0,Degree,5,ABX,ABX
C130677,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,1,Masters,7,ACD,ACD
C130678,Centaur,6,0,0,0,2,0,0,0,0,1,3,0,0,0,0,15,0,0,0,15,1,55+,1,0,Diploma,6,AMS,AMS
C130679,Odyssey,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,18-24,1,1,Primary,8,AQT,AQT
C130680,Ebony,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,1,25-35,1,0,Degree,7,ACL,ASE
C130681,Ebony,0,10,0,1,0,0,0,0,0,0,0,7,0,0,0,0,15,0,15,0,1,36-45,1,1,Masters,7,AXO,AXO
C130682,Centaur,9,0,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,36-45,0,1,Degree,6,AXT,AXT
C130683,Ebony,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,18-24,1,0,Primary,6,ACL,AMC
C130684,Cosmos,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,4,25-35,1,1,Degree,7,AGO,AGO
C130685,Cosmos,11,0,1,0,12,1,0,0,0,0,0,0,0,0,0,7,0,15,0,5,1,46-55,1,1,Degree,6,ATI,AUD
C130686,Odyssey,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,3,25-35,1,1,Degree,3,AXT,AUE
C130687,Ebony,0,14,0,0,0,0,1,0,0,0,0,6,0,0,0,0,15,0,0,0,4,25-35,1,1,Masters,7,ABX,ABX
C130688,Ebony,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,1,46-55,1,0,Diploma,7,ACL,ABX
C130689,Odyssey,0,2,0,12,0,0,0,0,3,0,0,1,0,3,0,0,15,0,15,0,4,25-35,0,0,Masters,9,AJV,AJV
C130690,Ebony,3,9,0,0,0,0,0,0,0,0,0,6,0,0,0,15,15,0,0,0,3,18-24,1,1,Degree,7,ATI,AHO
C130691,Odyssey,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,55+,1,1,Degree,8,AWI,AWI
C130692,Ebony,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,15,0,15,0,4,18-24,1,0,Masters,7,AWK,AWK
C130693,Centaur,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,46-55,1,0,Degree,8,AHS,ALH
C130694,Ebony,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,1,1,Masters,6,AXO,ACL
C130695,Centaur,8,4,0,1,6,1,0,0,0,0,0,2,0,0,0,15,12,0,15,15,3,46-55,1,1,Masters,7,ASC,ASC
C130696,Tokugawa,2,0,9,1,1,0,0,1,0,0,0,0,3,0,0,15,0,15,15,15,1,18-24,1,1,Degree,7,ANQ,ANQ
C130697,Cosmos,3,11,6,1,16,0,1,1,0,3,0,2,2,0,0,15,15,15,15,15,1,46-55,0,0,Degree,6,AEC,AEC
C130698,Centaur,8,1,0,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,25-35,1,0,Primary,6,ARK,ARK
C130699,Ebony,0,13,0,0,0,0,1,0,0,0,0,6,0,0,0,0,15,0,0,0,4,18-24,1,1,Masters,7,AYE,AYE
C130700,Ebony,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,1,55+,1,0,Diploma,9,AOT,ANQ
C130701,Ebony,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,4,18-24,1,0,Degree,7,ASE,AKD
C130702,Odyssey,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,15,15,0,15,0,1,18-24,1,0,Degree,7,AET,AET
C130703,Ebony,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,0,0,Masters,7,AWW,ATU
C130704,Ebony,10,13,2,0,1,1,1,0,0,0,0,1,0,0,0,4,4,10,0,10,3,25-35,0,1,Diploma,7,AEC,AEC
C130705,Centaur,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,25-35,0,0,Diploma,8,ATE,ACL
C130706,Tokugawa,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,15,0,15,0,15,1,46-55,0,0,Degree,8,ACL,AWX
C130707,Centaur,15,0,0,8,0,1,0,0,2,0,3,0,0,1,0,15,0,0,15,0,1,25-35,1,1,Degree,9,AUE,AUE
C130708,Cosmos,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,12,0,0,0,15,3,25-35,1,0,Primary,6,AJI,AJI
C130709,Ebony,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,7,AEE,ANO
C130710,Odyssey,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,3,46-55,1,0,Degree,8,AXR,AWI
C130711,Cosmos,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,1,55+,1,0,Masters,7,AOV,AOF
C130712,Cosmos,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,15,15,2,55+,1,1,Diploma,9,AMH,AMS
C130713,Cosmos,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,55+,0,0,Degree,5,AHR,AHR
C130714,Tokugawa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,25-35,0,0,Degree,2,ACL,AEC
C130715,Tokugawa,0,1,9,0,0,0,0,2,0,0,0,0,2,0,0,0,15,15,0,0,4,55+,1,0,Masters,8,AEC,AJV
C130716,Cosmos,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,25-35,0,0,Masters,5,AJI,AJI
C130717,Centaur,6,2,5,0,6,0,0,1,0,1,1,0,0,0,0,15,15,15,0,15,4,36-45,1,1,Degree,7,AJI,ARK
C130718,Odyssey,0,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,15,15,15,1,46-55,1,0,Masters,7,AOV,AOV
C130719,Tokugawa,0,0,13,0,0,0,0,2,0,0,0,0,4,0,0,0,0,15,0,0,3,25-35,0,0,Primary,6,ACO,ACO
C130720,Ebony,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,46-55,1,0,Primary,8,ATV,ATV
C130721,Ebony,0,15,0,0,0,0,2,0,0,0,0,5,0,0,0,0,15,0,0,0,4,55+,1,0,Masters,7,ABX,ABX
C130722,Ebony,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,15,15,0,0,0,3,25-35,1,1,Masters,0,ANQ,APH
C130723,Ebony,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,7,0,0,15,4,55+,1,0,Masters,7,ACL,AWX
C130724,Tokugawa,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,3,55+,1,0,Masters,8,AHO,AHO
C130725,Centaur,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,46-55,1,0,Primary,8,ARK,ARK
C130726,Odyssey,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,4,25-35,0,0,Masters,6,AQX,AQX
C130727,Odyssey,0,0,0,12,0,0,0,0,3,0,0,0,0,2,0,0,0,0,15,0,3,55+,1,1,Degree,8,AEC,AHJ
C130728,Cosmos,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,46-55,1,0,Degree,5,ASF,ASF
C130729,Odyssey,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,3,46-55,1,1,Diploma,9,AUJ,AUJ
C130730,Centaur,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,15,1,18-24,1,1,Diploma,4,AMS,AHS
C130731,Tokugawa,1,0,15,0,2,0,0,1,0,1,0,0,5,0,0,15,0,15,0,15,1,25-35,1,1,Masters,7,ANQ,AJI
C130732,Cosmos,0,1,0,0,10,0,0,0,0,2,0,1,0,0,0,0,15,0,0,15,4,36-45,1,1,Degree,5,AWX,AWX
C130733,Ebony,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,3,18-24,1,0,Diploma,8,AEC,AEC
C130734,Cosmos,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2,36-45,1,0,Degree,10,AQT,AQT
C130735,Odyssey,0,4,3,18,0,0,0,0,5,0,0,2,1,2,0,0,15,15,15,0,3,18-24,0,0,Degree,8,AZG,AZG
C130736,Cosmos,1,2,0,2,5,0,0,0,0,0,0,0,0,0,0,15,15,0,15,15,4,46-55,1,1,Masters,8,AWX,AWX
C130737,Centaur,13,1,0,0,4,0,0,0,0,1,9,1,0,0,0,15,15,0,0,0,3,55+,1,0,Degree,7,AWX,ARK
C130738,Cosmos,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,3,25-35,1,0,Masters,7,AHR,AHR
C130739,Odyssey,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,25-35,1,0,Masters,7,AXO,AXO
C130740,Ebony,0,20,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,0,0,1,25-35,1,0,Degree,6,AII,AII
C130741,Odyssey,1,0,0,6,2,0,0,0,0,0,0,0,0,1,0,7,0,0,15,7,1,46-55,1,1,Degree,8,AHR,AHR
C130742,Odyssey,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,1,Masters,8,ATA,ATA
C130743,Ebony,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,36-45,1,0,Masters,4,AHD,AHD
C130744,Tokugawa,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,15,15,0,0,2,46-55,0,0,Masters,8,AJV,AEC
C130745,Ebony,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,3,36-45,0,0,Masters,7,AWW,AWW
C130746,Ebony,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,25-35,1,1,Degree,3,ABX,ABX
C130747,Cosmos,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,15,15,15,15,4,18-24,0,0,Masters,8,ATI,ANQ
C130748,Cosmos,0,2,0,0,9,0,0,0,0,1,0,0,0,0,0,0,10,0,0,6,1,25-35,1,1,Primary,6,AMR,AMR
C130749,Centaur,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,4,46-55,0,0,Masters,6,AUE,AUE
C130750,Centaur,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,3,18-24,1,1,Primary,8,AJR,ARK
C130751,Ebony,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,3,36-45,1,1,Masters,7,ACL,AII
C130752,Ebony,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,1,55+,0,0,Masters,7,ABX,ABX
C130753,Centaur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,25-35,0,1,Masters,9,AWI,AWI
C130754,Odyssey,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,36-45,1,1,Degree,6,AOV,AOV
C130755,Odyssey,1,0,0,9,0,0,0,0,2,0,0,0,0,0,0,15,0,0,15,0,4,36-45,0,0,Masters,8,AET,ACL
C130756,Ebony,1,8,0,3,0,0,2,0,1,0,0,2,0,0,0,15,15,0,15,0,1,18-24,1,0,Degree,6,ARM,ARM
C130757,Ebony,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,3,36-45,1,1,Masters,6,AZG,AZG
C130758,Ebony,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,15,15,0,0,0,1,25-35,1,1,Degree,8,ANQ,BAZ
C130759,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,36-45,0,0,Diploma,5,AVV,AVV
C130760,Odyssey,0,0,0,8,2,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,4,46-55,1,0,Masters,8,AVO,AVO
C130761,Ebony,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55+,1,0,Diploma,6,ABX,ACO
C130762,Tokugawa,0,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0,15,15,0,0,1,36-45,1,0,Primary,8,AXL,AYH
C130763,Ebony,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,3,18-24,0,0,Masters,5,AVS,AVS
C130764,Cosmos,0,1,3,0,3,0,0,0,0,0,0,1,1,0,0,0,15,11,0,7,4,55+,0,0,Degree,6,ATI,AYS
C130765,Odyssey,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,15,15,15,0,1,46-55,0,0,Masters,7,AEC,ATV
C130766,Odyssey,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,15,0,10,0,4,25-35,0,1,Diploma,5,AET,AET
C130767,Odyssey,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,15,15,15,15,2,18-24,1,0,Diploma,8,AEC,AEC
C130768,Centaur,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,46-55,1,0,Masters,5,AHS,AHS
C130769,Tokugawa,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,15,15,0,0,3,46-55,1,0,Diploma,7,APH,APH
C130770,Cosmos,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Primary,6,AMS,AMS
C130771,Cosmos,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,15,0,0,15,3,46-55,0,1,Degree,8,AMS,AMS
C130772,Ebony,0,3,1,0,3,0,0,0,0,1,0,3,1,0,0,0,11,0,0,15,4,25-35,0,0,Diploma,7,ABX,AJI
C130773,Ebony,2,12,0,2,0,1,2,0,0,0,0,3,0,1,0,0,9,0,0,0,4,55+,1,0,Degree,8,ASE,ASE
C130774,Ebony,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,10,0,0,0,1,36-45,1,0,Masters,6,ANQ,ACL
C130775,Ebony,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,3,25-35,1,1,Degree,7,AWD,AWD
C130776,Ebony,0,7,0,0,0,0,2,0,0,0,0,1,0,0,0,15,15,0,0,15,4,18-24,1,0,Diploma,8,AJZ,AII
C130777,Cosmos,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,2,46-55,1,0,Diploma,9,ATI,AWX
C130778,Ebony,0,14,8,1,0,0,1,1,0,0,0,3,3,0,0,0,5,0,15,0,1,25-35,1,0,Primary,6,AYS,AYS
C130779,Odyssey,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,15,0,15,15,3,36-45,1,0,Primary,7,ACL,AMR
C130780,Cosmos,1,0,0,0,12,0,0,0,0,2,1,0,0,0,5,0,0,0,0,4,3,25-35,0,1,Masters,6,AMS,AMS
C130781,Cosmos,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,15,0,0,15,3,18-24,0,1,Masters,5,AWX,AFX
C130782,Cosmos,0,0,0,4,8,0,0,0,1,4,0,0,0,0,0,0,0,0,15,15,3,36-45,1,1,Diploma,7,AMS,AMS
C130783,Cosmos,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,36-45,1,1,Diploma,5,AWI,ACL
C130784,Centaur,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,46-55,1,0,Diploma,5,ARK,ARK
C130785,Centaur,9,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,36-45,0,0,Masters,5,AFF,ARK
C130786,Centaur,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,4,46-55,1,0,Masters,0,APL,APL
C130787,Odyssey,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,4,36-45,0,1,Degree,7,ABG,ABG
C130788,Centaur,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,15,0,0,15,0,4,18-24,1,0,Masters,7,AHR,AHR
C130789,Cosmos,0,0,0,2,8,0,0,0,1,1,0,0,0,0,0,0,15,0,15,15,3,18-24,0,0,Primary,8,AWX,AWX
C130790,Ebony,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3,25-35,0,0,Degree,7,ACL,AFP
C130791,Ebony,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,15,0,0,0,3,18-24,1,1,Masters,7,AUE,AUE
C130792,Cosmos,1,0,0,0,15,0,0,0,0,5,0,0,0,0,0,15,0,0,0,15,2,25-35,0,0,Masters,6,ATI,ATI
C130793,Ebony,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,15,15,0,15,3,18-24,1,0,Masters,7,AWX,AWX
C130794,Odyssey,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,1,55+,0,0,Masters,8,AET,AET
C130795,Ebony,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,8,AKG,AKG
C130796,Cosmos,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,6,7,0,0,8,3,25-35,0,0,Diploma,5,ADV,AOV
C130797,Tokugawa,0,0,16,5,3,0,0,2,2,0,0,0,1,0,0,0,0,15,15,15,2,36-45,1,1,Diploma,8,AZG,AEC
C130798,Cosmos,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,1,36-45,0,1,Masters,7,AJV,ACL
C130799,Ebony,4,7,0,4,4,2,1,0,0,1,0,1,0,2,0,15,15,0,15,15,3,25-35,1,0,Diploma,6,ACL,AXR
C130800,Ebony,2,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,7,3,0,0,3,18-24,1,1,Degree,6,AEC,AEC
C130801,Odyssey,1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,15,15,0,15,0,3,46-55,1,0,Masters,5,AOT,ACL
C130802,Centaur,17,7,0,0,0,1,0,0,0,0,1,2,0,0,0,15,15,0,0,15,1,36-45,1,1,Primary,6,AMZ,AMZ
C130803,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,3,55+,1,1,Masters,7,AVG,AQX
C130804,Cosmos,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,3,36-45,0,0,Diploma,7,ANQ,AWX
C130805,Ebony,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,25-35,1,0,Diploma,6,AHH,ANO
C130806,Ebony,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,5,ABX,ABX
